subject,age_months,gender,outcome_order,domain,task,outcome,familiarization,test_window
106,21.4,female,exp_first,physical,containment,expected,1,0.9133333333333331
106,21.4,female,exp_first,physical,containment,unexpected,1,0.8426666666666671
106,21.4,female,exp_first,physical,continuity,expected,0.9693333333333335,0.8462566844919788
106,21.4,female,exp_first,physical,continuity,unexpected,1,1
106,21.4,female,exp_first,physical,solidity,expected,1,0.9465954606141526
106,21.4,female,exp_first,physical,solidity,unexpected,1,0.23333333333333317
106,21.4,female,exp_first,physical,support,expected,1,1
106,21.4,female,exp_first,physical,support,unexpected,1,0.6613333333333349
106,21.4,female,exp_first,social,drink,expected,1,0.9465954606141526
106,21.4,female,exp_first,social,drink,unexpected,1,0.9329758713136731
106,21.4,female,exp_first,social,fairness,expected,1,0.9070796460176989
106,21.4,female,exp_first,social,fairness,unexpected,1,0.9026548672566375
106,21.4,female,exp_first,social,reach,expected,1,0.9465240641711233
106,21.4,female,exp_first,social,reach,unexpected,1,0.9062918340026778
106,21.4,female,exp_first,social,snack,expected,1,0.8266666666666663
106,21.4,female,exp_first,social,snack,unexpected,1,0.9465954606141526
107,24.3,male,exp_first,physical,containment,expected,0.6969696969696975,0.8399999999999987
107,24.3,male,exp_first,physical,containment,unexpected,1,0.7933333333333319
107,24.3,male,exp_first,physical,continuity,expected,0.9626666666666663,0.9264705882352945
107,24.3,male,exp_first,physical,continuity,unexpected,0.9466666666666671,0.8253333333333337
107,24.3,male,exp_first,physical,solidity,expected,1,0.399198931909213
107,24.3,male,exp_first,physical,solidity,unexpected,1,1
107,24.3,male,exp_first,physical,support,expected,1,0.5893333333333345
107,24.3,male,exp_first,physical,support,unexpected,1,0.7119999999999997
107,24.3,male,exp_first,social,drink,expected,1,0.8531375166889192
107,24.3,male,exp_first,social,drink,unexpected,1,1
107,24.3,male,exp_first,social,fairness,expected,1,0.8672566371681427
107,24.3,male,exp_first,social,fairness,unexpected,0.942643391521197,0.6283185840707958
107,24.3,male,exp_first,social,reach,expected,1,0.8114973262032079
107,24.3,male,exp_first,social,reach,unexpected,0.9733333333333335,0.49799196787148675
107,24.3,male,exp_first,social,snack,expected,1,0.6933333333333327
107,24.3,male,exp_first,social,snack,unexpected,1,0.9198931909212277
108,24.3,female,unexp_first,physical,containment,expected,0.9393939393939394,0.4533333333333335
108,24.3,female,unexp_first,physical,containment,unexpected,1,0.3960000000000001
108,24.3,female,unexp_first,physical,continuity,expected,0.9733333333333336,0.7058823529411783
108,24.3,female,unexp_first,physical,continuity,unexpected,0.3239999999999983,0.303999999999999
108,24.3,female,unexp_first,physical,solidity,expected,0.7906976744186047,0.4365821094793076
108,24.3,female,unexp_first,physical,solidity,unexpected,1,0.6666666666666665
108,24.3,female,unexp_first,physical,support,expected,1,1
108,24.3,female,unexp_first,physical,support,unexpected,1,0.5293333333333332
108,24.3,female,unexp_first,social,drink,expected,1,0.9198931909212279
108,24.3,female,unexp_first,social,drink,unexpected,1,0.789544235924931
108,24.3,female,unexp_first,social,fairness,expected,1,0.9631268436578172
108,24.3,female,unexp_first,social,fairness,unexpected,0.9077306733167075,1
108,24.3,female,unexp_first,social,reach,expected,1,0.6323529411764731
108,24.3,female,unexp_first,social,reach,unexpected,0.929333333333334,0.665327978580991
108,24.3,female,unexp_first,social,snack,expected,0.840085287846482,0.8453333333333332
108,24.3,female,unexp_first,social,snack,unexpected,0.9188640973630827,0.9399198931909208
109,21.5,female,exp_first,physical,containment,expected,1,0.8666666666666676
109,21.5,female,exp_first,physical,containment,unexpected,1,0.7466666666666657
109,21.5,female,exp_first,physical,continuity,expected,1,0.8114973262032077
109,21.5,female,exp_first,physical,continuity,unexpected,1,0.3666666666666669
109,21.5,female,exp_first,physical,solidity,expected,1,1
109,21.5,female,exp_first,physical,solidity,unexpected,1,1
109,21.5,female,exp_first,physical,support,expected,1,1
109,21.5,female,exp_first,physical,support,unexpected,1,1
109,21.5,female,exp_first,social,drink,expected,1,1
109,21.5,female,exp_first,social,drink,unexpected,1,0.8873994638069698
109,21.5,female,exp_first,social,fairness,expected,1,0.7817109144542759
109,21.5,female,exp_first,social,fairness,unexpected,1,0.535398230088496
109,21.5,female,exp_first,social,reach,expected,1,1
109,21.5,female,exp_first,social,reach,unexpected,1,0.8514056224899583
109,21.5,female,exp_first,social,snack,expected,0.9594882729211088,1
109,21.5,female,exp_first,social,snack,unexpected,1,1
110,16.6,male,unexp_first,physical,containment,expected,0.8888888888888885,0.8213333333333352
110,16.6,male,unexp_first,physical,containment,unexpected,1,0.4480000000000023
110,16.6,male,unexp_first,physical,continuity,expected,0.9226666666666669,0.44919786096256625
110,16.6,male,unexp_first,physical,continuity,unexpected,1,0.34266666666666407
110,16.6,male,unexp_first,physical,solidity,expected,1,0.8397863818424552
110,16.6,male,unexp_first,physical,solidity,unexpected,0.7322834645669286,0.3266666666666661
110,16.6,male,unexp_first,physical,support,expected,0.9916317991631798,0.39999999999999675
110,16.6,male,unexp_first,physical,support,unexpected,1,0.9599999999999994
110,16.6,male,unexp_first,social,drink,expected,1,0.6328437917222968
110,16.6,male,unexp_first,social,drink,unexpected,1,1
110,16.6,male,unexp_first,social,fairness,expected,1,0.5353982300884962
110,16.6,male,unexp_first,social,fairness,unexpected,1,0.3952802359882021
110,16.6,male,unexp_first,social,reach,expected,1,0.6256684491978615
110,16.6,male,unexp_first,social,reach,unexpected,0.9666666666666671,0.8326639892904956
110,16.6,male,unexp_first,social,snack,expected,0.9339019189765463,0.721333333333335
110,16.6,male,unexp_first,social,snack,unexpected,1,1
