subject,age_months,gender,outcome_order,domain,task,outcome,familiarization,test_window
38,18.8,female,exp_first,social,drink,expected,1,0.8304405874499332
38,18.8,female,exp_first,social,drink,unexpected,1,0.8217158176943709
38,18.8,female,exp_first,social,fairness,expected,1,1
38,18.8,female,exp_first,social,fairness,unexpected,1,0.9852507374631269
38,18.8,female,exp_first,social,reach,expected,1,0.7486631016042771
38,18.8,female,exp_first,social,reach,unexpected,1,0.8781793842034807
39,15.4,male,unexp_first,physical,containment,expected,1,0.10533333333333281
39,15.4,male,unexp_first,physical,containment,unexpected,1,0.5
39,15.4,male,unexp_first,physical,continuity,expected,0.8839999999999997,0.5828877005347606
39,15.4,male,unexp_first,physical,continuity,unexpected,0.9799999999999996,0.42666666666666897
39,15.4,male,unexp_first,physical,solidity,expected,0.9874776386404291,0.5687583444592795
39,15.4,male,unexp_first,physical,solidity,unexpected,1,0.4213333333333311
39,15.4,male,unexp_first,physical,support,expected,1,0.6373333333333345
39,15.4,male,unexp_first,physical,support,unexpected,1,1
39,15.4,male,unexp_first,social,drink,expected,0.9738562091503267,0.7129506008010693
39,15.4,male,unexp_first,social,drink,unexpected,1,0.8780160857908852
39,15.4,male,unexp_first,social,fairness,unexpected,0.9027431421446391,0.519174041297935
39,15.4,male,unexp_first,social,reach,expected,1,0.7967914438502673
39,15.4,male,unexp_first,social,snack,expected,1,0.9639999999999997
39,15.4,male,unexp_first,social,snack,unexpected,1,1
41,22.4,male,exp_first,physical,containment,expected,0.9818181818181818,0.8079999999999988
41,22.4,male,exp_first,physical,containment,unexpected,1,0.5733333333333331
41,22.4,male,exp_first,physical,continuity,expected,1,0.5267379679144382
41,22.4,male,exp_first,physical,continuity,unexpected,1,0.5986666666666636
41,22.4,male,exp_first,physical,solidity,expected,0.9624329159212878,0.7369826435247007
41,22.4,male,exp_first,physical,solidity,unexpected,1,0.4679999999999973
41,22.4,male,exp_first,physical,support,expected,1,0.5920000000000006
41,22.4,male,exp_first,physical,support,unexpected,1,0.600000000000002
41,22.4,male,exp_first,social,drink,expected,1,0.6194926568758342
41,22.4,male,exp_first,social,drink,unexpected,1,0.928954423592493
41,22.4,male,exp_first,social,fairness,expected,1,0.7168141592920347
41,22.4,male,exp_first,social,fairness,unexpected,1,0.8038348082595868
41,22.4,male,exp_first,social,reach,expected,1,0.6243315508021386
41,22.4,male,exp_first,social,reach,unexpected,1,0.7336010709504687
41,22.4,male,exp_first,social,snack,expected,1,1
41,22.4,male,exp_first,social,snack,unexpected,0.9371196754563894,0.7770360480640854
42,24.4,female,exp_first,physical,containment,expected,1,0.7613333333333329
42,24.4,female,exp_first,physical,containment,unexpected,1,0.515999999999997
42,24.4,female,exp_first,physical,continuity,expected,1,0.7473262032085544
42,24.4,female,exp_first,physical,continuity,unexpected,1,0.735999999999999
42,24.4,female,exp_first,physical,solidity,expected,1,0.44459279038718413
42,24.4,female,exp_first,physical,solidity,unexpected,0.7106299212598425,0.5893333333333343
42,24.4,female,exp_first,physical,support,expected,1,0.9493333333333333
42,24.4,female,exp_first,physical,support,unexpected,0.8392484342379967,0.8319999999999999
42,24.4,female,exp_first,social,drink,expected,1,0.69559412550067
42,24.4,female,exp_first,social,drink,unexpected,1,0.7453083109919557
42,24.4,female,exp_first,social,fairness,expected,1,1
42,24.4,female,exp_first,social,fairness,unexpected,1,1
42,24.4,female,exp_first,social,reach,expected,1,0.9532085561497328
42,24.4,female,exp_first,social,reach,unexpected,1,0.8835341365461847
42,24.4,female,exp_first,social,snack,expected,0.6972281449893393,0.5119999999999996
42,24.4,female,exp_first,social,snack,unexpected,0.862068965517241,0.8731642189586105
43,20,male,unexp_first,physical,containment,expected,0.6969696969696975,0.0813333333333334
43,20,male,unexp_first,physical,containment,unexpected,0.9957446808510639,0.5186666666666666
43,20,male,unexp_first,physical,continuity,expected,1,0.7005347593582889
43,20,male,unexp_first,physical,continuity,unexpected,1,0.2973333333333363
43,20,male,unexp_first,physical,solidity,expected,0.87298747763864,0.4325767690253667
43,20,male,unexp_first,physical,solidity,unexpected,1,0.4600000000000024
43,20,male,unexp_first,physical,support,expected,0.8075313807531382,0.22266666666666524
43,20,male,unexp_first,physical,support,unexpected,1,0.6293333333333317
43,20,male,unexp_first,social,drink,expected,1,0.5113484646194951
43,20,male,unexp_first,social,drink,unexpected,1,0.680965147453083
43,20,male,unexp_first,social,fairness,expected,1,0.14601769911504411
43,20,male,unexp_first,social,fairness,unexpected,1,0.1445427728613572
43,20,male,unexp_first,social,reach,expected,1,0.30347593582887816
43,20,male,unexp_first,social,reach,unexpected,0,0.26238286479250433
43,20,male,unexp_first,social,snack,expected,0.9509594882729209,0.5253333333333318
43,20,male,unexp_first,social,snack,unexpected,1,0.6114819759679552
44,23,female,unexp_first,physical,containment,expected,0.9030303030303034,0.5053333333333337
44,23,female,unexp_first,physical,containment,unexpected,1,0.39199999999999924
44,23,female,unexp_first,physical,continuity,expected,0.9599999999999994,0.6671122994652411
44,23,female,unexp_first,physical,continuity,unexpected,1,0.5760000000000007
44,23,female,unexp_first,physical,solidity,expected,0.9409660107334525,0.7102803738317754
44,23,female,unexp_first,physical,solidity,unexpected,1,0.702666666666667
44,23,female,unexp_first,physical,support,expected,1,0.3800000000000006
44,23,female,unexp_first,physical,support,unexpected,1,0.7413333333333355
44,23,female,unexp_first,social,drink,expected,0.9346405228758168,0.8918558077436578
44,23,female,unexp_first,social,drink,unexpected,0.9506172839506175,0.706434316353888
44,23,female,unexp_first,social,fairness,expected,0.7589041095890413,0.3967551622418877
44,23,female,unexp_first,social,fairness,unexpected,1,0.13126843657817147
44,23,female,unexp_first,social,reach,expected,1,0.7352941176470597
44,23,female,unexp_first,social,reach,unexpected,1,0.8366800535475232
44,23,female,unexp_first,social,snack,expected,1,0.8586666666666672
44,23,female,unexp_first,social,snack,unexpected,0.9756592292089251,0.8331108144192251
45,20,male,exp_first,physical,containment,expected,1,0.5359999999999991
45,20,male,exp_first,physical,containment,unexpected,0.8404255319148936,0.692000000000001
45,20,male,exp_first,physical,continuity,unexpected,0,0
45,20,male,exp_first,physical,solidity,expected,0.9928443649373881,0.6234979973297736
45,20,male,exp_first,physical,solidity,unexpected,0.9468503937007875,0.7720000000000009
45,20,male,exp_first,physical,support,expected,1,0.7893333333333339
45,20,male,exp_first,physical,support,unexpected,1,0.3493333333333328
45,20,male,exp_first,social,drink,expected,1,0.8133971291866017
45,20,male,exp_first,social,drink,unexpected,1,0.6648793565683654
45,20,male,exp_first,social,fairness,expected,0.8027397260273974,0.9631268436578171
45,20,male,exp_first,social,fairness,unexpected,0.967581047381546,0.9009433962264145
45,20,male,exp_first,social,reach,unexpected,0.769230769230769,0.18556701030927883
45,20,male,exp_first,social,snack,expected,NA,0.5459459459459463
47,15.8,male,unexp_first,physical,containment,expected,0.9656565656565653,0.022666666666666984
47,15.8,male,unexp_first,physical,containment,unexpected,0.8425531914893616,0.12133333333333401
47,15.8,male,unexp_first,physical,continuity,expected,0.7240000000000011,0.21390374331550804
47,15.8,male,unexp_first,physical,continuity,unexpected,0.7040000000000011,0.41066666666666574
47,15.8,male,unexp_first,physical,solidity,expected,0.49194991055456044,0.10547396528704941
47,15.8,male,unexp_first,physical,solidity,unexpected,1,0.7946666666666663
47,15.8,male,unexp_first,physical,support,expected,0.9414225941422593,0.2600000000000001
47,15.8,male,unexp_first,physical,support,unexpected,1,0.44666666666666555
47,15.8,male,unexp_first,social,drink,expected,1,0.493991989319089
47,15.8,male,unexp_first,social,drink,unexpected,1,0.7815013404825729
47,15.8,male,unexp_first,social,fairness,expected,1,0.3997050147492643
47,15.8,male,unexp_first,social,fairness,unexpected,0.8179551122194517,0.3495575221238965
47,15.8,male,unexp_first,social,reach,expected,0.7489768076398365,0.6336898395721912
47,15.8,male,unexp_first,social,reach,unexpected,1,0.15930388219545066
47,15.8,male,unexp_first,social,snack,expected,1,0.6199999999999988
47,15.8,male,unexp_first,social,snack,unexpected,0.8640973630831645,0.9786381842456611
48,20.4,NA,unexp_first,physical,containment,expected,0.8141414141414132,0.48666666666666747
48,20.4,NA,unexp_first,physical,containment,unexpected,0.4361702127659567,0.574666666666667
48,20.4,NA,unexp_first,physical,continuity,expected,0.5626666666666672,0.6096256684491981
48,20.4,NA,unexp_first,physical,continuity,unexpected,0.28533333333333444,0.5199999999999997
48,20.4,NA,unexp_first,physical,solidity,expected,0.3041144901610028,0.4659546061415258
48,20.4,NA,unexp_first,physical,solidity,unexpected,0.5236220472440936,0.37466666666666465
48,20.4,NA,unexp_first,physical,support,expected,0.7175732217573234,0.4573333333333306
48,20.4,NA,unexp_first,physical,support,unexpected,0.9227557411273482,0.6013333333333342
48,20.4,NA,unexp_first,social,drink,expected,1,0.8678237650200262
48,20.4,NA,unexp_first,social,drink,unexpected,0.42386831275720255,0.6809651474530852
48,20.4,NA,unexp_first,social,fairness,expected,0.9315068493150683,0.6312684365781718
48,20.4,NA,unexp_first,social,fairness,unexpected,0,0.65929203539823
48,20.4,NA,unexp_first,social,reach,expected,0.9399727148703957,0.7767379679144386
48,20.4,NA,unexp_first,social,reach,unexpected,0.6906666666666675,0.8326639892904956
48,20.4,NA,unexp_first,social,snack,expected,0.6332622601279322,0.5586666666666662
48,20.4,NA,unexp_first,social,snack,unexpected,0.9107505070993916,0.6355140186915889
49,19.2,female,exp_first,physical,containment,unexpected,0.5829787234042554,0
49,19.2,female,exp_first,physical,continuity,expected,0.4319999999999992,0.25802139037432886
49,19.2,female,exp_first,physical,continuity,unexpected,0.08533333333333326,0
49,19.2,female,exp_first,physical,solidity,expected,0.9803220035778176,0.6141522029372507
49,19.2,female,exp_first,physical,solidity,unexpected,0.8031496062992128,0.42266666666666763
49,19.2,female,exp_first,physical,support,expected,0.9707112970711296,0.1133333333333319
49,19.2,female,exp_first,physical,support,unexpected,0.9958246346555324,0.4346666666666666
49,19.2,female,exp_first,social,drink,expected,0.5620915032679726,0.5006675567423243
49,19.2,female,exp_first,social,drink,unexpected,0.20781893004115295,0.05630026809651498
49,19.2,female,exp_first,social,fairness,expected,0.7123287671232875,0.21238938053097428
49,19.2,female,exp_first,social,fairness,unexpected,0.6284289276807977,0.1828908554572282
49,19.2,female,exp_first,social,reach,expected,1,0.5802139037433154
49,19.2,female,exp_first,social,reach,unexpected,0.9053333333333333,0.1713520749665317
49,19.2,female,exp_first,social,snack,expected,0.6396588486140723,0.800000000000002
49,19.2,female,exp_first,social,snack,unexpected,0.3671399594320474,0.38050734312416234
50,13.7,male,exp_first,physical,containment,expected,0.222222222222222,0.038666666666666474
50,13.7,male,exp_first,physical,containment,unexpected,0.16595744680851057,0.03733333333333337
50,13.7,male,exp_first,physical,continuity,expected,0.18133333333333265,0.07887700534759413
50,13.7,male,exp_first,physical,continuity,unexpected,0.5519999999999993,0.1160000000000003
50,13.7,male,exp_first,physical,solidity,expected,0.16994633273702844,0.018691588785046738
50,13.7,male,exp_first,physical,solidity,unexpected,0.1043307086614168,0.026666666666666648
50,13.7,male,exp_first,social,drink,expected,0.20915032679738627,0.4045393858477966
50,13.7,male,exp_first,social,drink,unexpected,0.7880658436213994,0.3619302949061673
50,13.7,male,exp_first,social,fairness,expected,0.3369863013698634,0.10619469026548564
50,13.7,male,exp_first,social,fairness,unexpected,0.6034912718204485,0.2345132743362833
50,13.7,male,exp_first,social,reach,expected,0.6766712141882679,0.3689839572192502
50,13.7,male,exp_first,social,reach,unexpected,0.4533333333333335,0.21552878179384208
50,13.7,male,exp_first,social,snack,expected,0.23880597014925392,0.06933333333333364
50,13.7,male,exp_first,social,snack,unexpected,0.5699797160243399,0.1375166889185574
51,22.8,female,unexp_first,physical,containment,expected,0.8727272727272729,0.39466666666666744
51,22.8,female,unexp_first,physical,containment,unexpected,1,0.6573333333333368
51,22.8,female,unexp_first,physical,continuity,expected,1,0.6590909090909106
51,22.8,female,unexp_first,physical,continuity,unexpected,1,0.4733333333333328
51,22.8,female,unexp_first,physical,solidity,expected,0.9409660107334532,0.6875834445927912
51,22.8,female,unexp_first,physical,solidity,unexpected,1,0.7386666666666696
51,22.8,female,unexp_first,physical,support,expected,0.8765690376569031,0.8480000000000008
51,22.8,female,unexp_first,physical,support,unexpected,1,0.8240000000000006
51,22.8,female,unexp_first,social,drink,expected,1,0.7102803738317739
51,22.8,female,unexp_first,social,drink,unexpected,1,1
51,22.8,female,unexp_first,social,fairness,expected,1,0.6637168141592925
51,22.8,female,unexp_first,social,fairness,unexpected,0.9526184538653362,1
51,22.8,female,unexp_first,social,reach,expected,1,0.542780748663101
51,22.8,female,unexp_first,social,reach,unexpected,1,0.672021419009372
51,22.8,female,unexp_first,social,snack,expected,1,0.9146666666666659
51,22.8,female,unexp_first,social,snack,unexpected,1,1
52,20,male,unexp_first,physical,containment,expected,0.8282828282828281,0.25466666666666776
52,20,male,unexp_first,physical,containment,unexpected,1,0.6013333333333334
52,20,male,unexp_first,physical,continuity,expected,0.817333333333333,0.2754010695187141
52,20,male,unexp_first,physical,continuity,unexpected,0.836000000000001,0.41066666666666524
52,20,male,unexp_first,physical,solidity,expected,1,0.5327102803738308
52,20,male,unexp_first,physical,solidity,unexpected,0.9114173228346457,0.5039999999999994
52,20,male,unexp_first,physical,support,expected,1,0.5466666666666665
52,20,male,unexp_first,physical,support,unexpected,1,0.7453333333333325
52,20,male,unexp_first,social,fairness,expected,0.7260273972602735,0.3967551622418877
52,20,male,unexp_first,social,fairness,unexpected,0.7057356608478812,0.598820058997051
52,20,male,unexp_first,social,reach,expected,0.9863574351978172,0.33689839572192565
52,20,male,unexp_first,social,reach,unexpected,1,0.38420348058902326
52,20,male,unexp_first,social,snack,expected,0.7697228144989339,0.5080000000000001
52,20,male,unexp_first,social,snack,unexpected,0.8093306288032457,0.6795727636849113
53,23.4,male,unexp_first,physical,containment,expected,1,0.47866666666666535
53,23.4,male,unexp_first,physical,continuity,expected,0.9666666666666671,0.44251336898395704
53,23.4,male,unexp_first,physical,continuity,unexpected,0.9866666666666667,0.7333333333333332
53,23.4,male,unexp_first,physical,solidity,expected,0.9856887298747765,0.5073431241655545
53,23.4,male,unexp_first,physical,solidity,unexpected,1,0.842666666666665
53,23.4,male,unexp_first,physical,support,expected,0.40167364016736357,0.19200000000000264
53,23.4,male,unexp_first,physical,support,unexpected,1,0.42666666666666836
53,23.4,male,unexp_first,social,drink,expected,0.9673202614379084,0.873164218958611
53,23.4,male,unexp_first,social,drink,unexpected,1,0.9276139410187665
53,23.4,male,unexp_first,social,fairness,expected,1,0.6489675516224185
53,23.4,male,unexp_first,social,fairness,unexpected,1,0.7168141592920353
53,23.4,male,unexp_first,social,reach,expected,0.9836289222373803,0.35561497326203
53,23.4,male,unexp_first,social,reach,unexpected,1,0.654618473895583
53,23.4,male,unexp_first,social,snack,expected,0.6204690831556493,0.3373333333333332
53,23.4,male,unexp_first,social,snack,unexpected,0.9026369168356996,0.7863818424566104
54,20.9,female,exp_first,physical,containment,expected,1,0.08666666666666722
54,20.9,female,exp_first,physical,containment,unexpected,0.9000000000000008,0.610666666666669
54,20.9,female,exp_first,physical,continuity,expected,1,0.8475935828877013
54,20.9,female,exp_first,physical,continuity,unexpected,0.9333333333333331,0.5320000000000016
54,20.9,female,exp_first,physical,solidity,expected,1,0.6315086782376494
54,20.9,female,exp_first,physical,solidity,unexpected,1,0.6986666666666662
54,20.9,female,exp_first,physical,support,expected,1,0.42399999999999616
54,20.9,female,exp_first,physical,support,unexpected,1,0.22000000000000097
54,20.9,female,exp_first,social,drink,expected,1,0.47930574098798123
54,20.9,female,exp_first,social,drink,unexpected,0.9835390946502058,0.6957104557640775
54,20.9,female,exp_first,social,fairness,expected,1,1
54,20.9,female,exp_first,social,fairness,unexpected,1,0.8584070796460174
54,20.9,female,exp_first,social,reach,expected,1,0.7606951871657754
54,20.9,female,exp_first,social,reach,unexpected,0.9893333333333334,0.3908969210174047
54,20.9,female,exp_first,social,snack,expected,1,0.9560000000000004
54,20.9,female,exp_first,social,snack,unexpected,1,0.9025367156208286
55,18.4,male,exp_first,physical,containment,expected,0.8868686868686871,0.7026666666666651
55,18.4,male,exp_first,physical,containment,unexpected,0.9319148936170212,0.5333333333333333
55,18.4,male,exp_first,physical,continuity,expected,0.9133333333333328,0.5160427807486634
55,18.4,male,exp_first,physical,continuity,unexpected,0.7226666666666667,0.4746666666666671
55,18.4,male,exp_first,physical,solidity,expected,0.9821109123434704,0.6194926568758341
55,18.4,male,exp_first,physical,solidity,unexpected,1,0.43733333333333624
55,18.4,male,exp_first,physical,support,expected,1,0.5560000000000002
55,18.4,male,exp_first,physical,support,unexpected,1,0.6360000000000009
55,18.4,male,exp_first,social,drink,expected,0.9389978213507625,0.7877169559412545
55,18.4,male,exp_first,social,drink,unexpected,1,0.8713136729222521
55,18.4,male,exp_first,social,reach,expected,1,0.6911764705882377
55,18.4,male,exp_first,social,reach,unexpected,0.9866666666666668,0.8340026773761711
55,18.4,male,exp_first,social,snack,expected,1,0.6586666666666664
55,18.4,male,exp_first,social,snack,unexpected,0.6754563894523317,0.539385847797062
56,15.4,male,unexp_first,physical,containment,expected,0.7171717171717171,0.19333333333333272
56,15.4,male,unexp_first,physical,containment,unexpected,0.9340425531914897,0.4199999999999992
56,15.4,male,unexp_first,physical,continuity,expected,1,0.48262032085561385
56,15.4,male,unexp_first,physical,continuity,unexpected,0.8000000000000009,0.6040000000000006
56,15.4,male,unexp_first,physical,solidity,expected,0.9159212880143112,0.20560747663551393
56,15.4,male,unexp_first,physical,solidity,unexpected,0.9645669291338582,0.5160000000000003
56,15.4,male,unexp_first,social,drink,expected,1,0.7716955941254998
56,15.4,male,unexp_first,social,drink,unexpected,1,0.8699731903485252
56,15.4,male,unexp_first,social,fairness,expected,1,0.967551622418879
56,15.4,male,unexp_first,social,fairness,unexpected,1,0.8923303834808264
56,15.4,male,unexp_first,social,reach,expected,0.9795361527967257,0.7192513368983962
56,15.4,male,unexp_first,social,reach,unexpected,1,0.7831325301204811
59,15.9,male,unexp_first,physical,containment,expected,0.9656565656565654,0.2733333333333349
59,15.9,male,unexp_first,physical,containment,unexpected,1,0.2546666666666679
59,15.9,male,unexp_first,physical,continuity,expected,0.7840000000000005,0.21925133689839613
59,15.9,male,unexp_first,physical,continuity,unexpected,0.5573333333333341,0.1533333333333336
59,15.9,male,unexp_first,physical,solidity,expected,0.45796064400715386,0.2096128170894535
59,15.9,male,unexp_first,physical,solidity,unexpected,0.9192913385826769,0.4119999999999984
59,15.9,male,unexp_first,physical,support,expected,0.8284518828451897,0.17600000000000043
59,15.9,male,unexp_first,physical,support,unexpected,1,0.6173333333333322
59,15.9,male,unexp_first,social,drink,expected,1,0.4539385847797062
59,15.9,male,unexp_first,social,drink,unexpected,0.6748971193415623,0.5536193029490637
59,15.9,male,unexp_first,social,fairness,expected,1,0.7050147492625358
59,15.9,male,unexp_first,social,fairness,unexpected,1,0.9469026548672571
59,15.9,male,unexp_first,social,reach,expected,0.7298772169167821,0.3168449197860965
59,15.9,male,unexp_first,social,reach,unexpected,1,0.8808567603748324
59,15.9,male,unexp_first,social,snack,expected,0.7356076759061848,0.7480000000000008
59,15.9,male,unexp_first,social,snack,unexpected,1,0.6608811748998653
61,16.3,female,exp_first,physical,support,expected,1,0.2893333333333348
61,16.3,female,exp_first,physical,support,unexpected,0.9373695198329854,0.44533333333333114
61,16.3,female,exp_first,social,reach,expected,1,0.3983957219251329
61,16.3,female,exp_first,social,reach,unexpected,0.8346666666666682,0.22356091030789918
61,16.3,female,exp_first,social,snack,expected,1,0.793333333333331
61,16.3,female,exp_first,social,snack,unexpected,0.8438133874239347,0.667556742323096
62,14.5,female,exp_first,physical,containment,expected,1,0.8893333333333335
62,14.5,female,exp_first,physical,containment,unexpected,0.8659574468085103,0.7253333333333347
62,14.5,female,exp_first,physical,continuity,expected,0.9493333333333337,0.6911764705882374
62,14.5,female,exp_first,physical,continuity,unexpected,0.7866666666666663,0.9199999999999994
62,14.5,female,exp_first,physical,solidity,expected,0.9856887298747765,0.7983978638184246
62,14.5,female,exp_first,physical,solidity,unexpected,0.9803149606299213,0.753333333333334
62,14.5,female,exp_first,physical,support,expected,1,0.8093333333333332
62,14.5,female,exp_first,physical,support,unexpected,1,0.7426666666666664
62,14.5,female,exp_first,social,drink,expected,1,0.9399198931909208
62,14.5,female,exp_first,social,drink,unexpected,1,0.9061662198391421
62,14.5,female,exp_first,social,fairness,expected,1,0.8407079646017702
62,14.5,female,exp_first,social,fairness,unexpected,1,0.9011799410029496
62,14.5,female,exp_first,social,reach,expected,1,0.9839572192513368
62,14.5,female,exp_first,social,reach,unexpected,1,0.9330655957161985
62,14.5,female,exp_first,social,snack,expected,1,0.9333333333333331
62,14.5,female,exp_first,social,snack,unexpected,1,0.9225634178905195
63,15,male,unexp_first,physical,solidity,unexpected,0.9665354330708662,0.8533333333333345
63,15,male,unexp_first,physical,support,expected,0.9895397489539748,0.588
63,15,male,unexp_first,physical,support,unexpected,0.9561586638830899,0.5866666666666667
63,15,male,unexp_first,social,reach,unexpected,0.8346666666666678,0.6104417670682727
63,15,male,unexp_first,social,snack,expected,0.8144989339019184,0.6893333333333341
63,15,male,unexp_first,social,snack,unexpected,0.9148073022312373,0.842456608811749
64,15,male,unexp_first,physical,containment,expected,0.9777777777777776,0.844000000000001
64,15,male,unexp_first,physical,containment,unexpected,1,0.9493333333333334
64,15,male,unexp_first,physical,continuity,expected,0.7599999999999981,0.5
64,15,male,unexp_first,physical,continuity,unexpected,0.6133333333333356,0.8173333333333337
64,15,male,unexp_first,physical,solidity,expected,0.5635062611806803,0.7690253671562091
64,15,male,unexp_first,physical,solidity,unexpected,0.9763779527559056,0.7119999999999987
64,15,male,unexp_first,physical,support,expected,0.4100418410041832,0.7466666666666647
64,15,male,unexp_first,physical,support,unexpected,0.1795407098121083,0.7880000000000015
64,15,male,unexp_first,social,drink,expected,0.8779956427015254,0.6435246995994678
64,15,male,unexp_first,social,drink,unexpected,0.6769547325102874,0.7117962466487944
64,15,male,unexp_first,social,fairness,expected,0.15890410958904075,0.6725663716814185
64,15,male,unexp_first,social,fairness,unexpected,0.8029925187032418,0.7256637168141614
64,15,male,unexp_first,social,reach,expected,0.624829467939972,0.5601604278074851
64,15,male,unexp_first,social,reach,unexpected,0.8186666666666668,0.4163319946452478
64,15,male,unexp_first,social,snack,expected,0.26439232409381647,0.5946666666666662
64,15,male,unexp_first,social,snack,unexpected,0.9087221095334689,0.43925233644859574
65,17.3,female,exp_first,physical,continuity,expected,0.21333333333333357,0.3676470588235288
65,17.3,female,exp_first,physical,continuity,unexpected,1,0.38533333333333236
65,17.3,female,exp_first,physical,solidity,expected,0.8980322003577813,0.7102803738317739
65,17.3,female,exp_first,physical,solidity,unexpected,1,0.803999999999999
65,17.3,female,exp_first,physical,support,expected,1,0.6000000000000026
65,17.3,female,exp_first,physical,support,unexpected,1,0.6293333333333319
65,17.3,female,exp_first,social,drink,expected,1,0.6582109479305742
65,17.3,female,exp_first,social,fairness,expected,0.9369863013698627,0.5353982300884955
65,17.3,female,exp_first,social,fairness,unexpected,0.745635910224439,0.240412979351032
65,17.3,female,exp_first,social,reach,expected,1,0.8516042780748663
65,17.3,female,exp_first,social,reach,unexpected,1,0.5823293172690786
65,17.3,female,exp_first,social,snack,expected,1,0.9160000000000009
65,17.3,female,exp_first,social,snack,unexpected,0.7687626774847869,0.8184245660881168
66,27,female,exp_first,physical,containment,expected,0.9191919191919194,0.6866666666666662
66,27,female,exp_first,physical,containment,unexpected,0.9638297872340424,0.3999999999999991
66,27,female,exp_first,physical,continuity,expected,0.9880000000000002,0.6657754010695192
66,27,female,exp_first,physical,continuity,unexpected,0.9866666666666667,0.3399999999999982
66,27,female,exp_first,physical,solidity,expected,0.9910554561717353,0.9412550066755674
66,27,female,exp_first,physical,solidity,unexpected,1,0.5426666666666665
66,27,female,exp_first,physical,support,expected,0.9790794979079497,0.6986666666666655
66,27,female,exp_first,physical,support,unexpected,0.9895615866388309,0.6759999999999986
66,27,female,exp_first,social,drink,expected,1,0.7276368491321767
66,27,female,exp_first,social,drink,unexpected,0.7983539094650203,0.7533512064343157
66,27,female,exp_first,social,fairness,expected,1,0.7713864306784668
66,27,female,exp_first,social,fairness,unexpected,1,0.5619469026548674
66,27,female,exp_first,social,reach,expected,1,0.7540106951871653
66,27,female,exp_first,social,reach,unexpected,0.8919999999999998,0.5220883534136554
66,27,female,exp_first,social,snack,expected,0.953091684434968,0.6053333333333325
66,27,female,exp_first,social,snack,unexpected,0.6876267748478695,0.8384512683578107
67,19.6,female,unexp_first,physical,containment,expected,1,0.29466666666666685
67,19.6,female,unexp_first,physical,containment,unexpected,1,0.7026666666666668
67,19.6,female,unexp_first,physical,continuity,expected,1,0.3770053475935843
67,19.6,female,unexp_first,physical,continuity,unexpected,0.9533333333333335,0.5440000000000024
67,19.6,female,unexp_first,physical,solidity,expected,0.9606440071556354,0.6448598130841132
67,19.6,female,unexp_first,physical,solidity,unexpected,1,0.8426666666666669
67,19.6,female,unexp_first,physical,support,expected,1,0.824
67,19.6,female,unexp_first,physical,support,unexpected,1,0.9293333333333333
67,19.6,female,unexp_first,social,drink,expected,1,0.8571428571428571
67,19.6,female,unexp_first,social,drink,unexpected,1,0.9865951742627346
67,19.6,female,unexp_first,social,fairness,expected,1,0.5058997050147467
67,19.6,female,unexp_first,social,fairness,unexpected,1,0.7330383480825965
67,19.6,female,unexp_first,social,reach,expected,1,0.745989304812835
67,19.6,female,unexp_first,social,reach,unexpected,1,0.7630522088353391
67,19.6,female,unexp_first,social,snack,expected,0.9424307036247335,0.9906666666666666
67,19.6,female,unexp_first,social,snack,unexpected,1,0.8931909212283052
68,17.9,female,unexp_first,physical,containment,expected,0.769696969696969,0.2413333333333349
68,17.9,female,unexp_first,physical,containment,unexpected,1,0.39066666666666966
68,17.9,female,unexp_first,physical,continuity,expected,0.957333333333333,0.48930481283422617
68,17.9,female,unexp_first,physical,continuity,unexpected,0.968,0.7040000000000003
68,17.9,female,unexp_first,physical,solidity,expected,0.9194991055456171,0.7209612817089452
68,17.9,female,unexp_first,physical,solidity,unexpected,1,0.4880000000000004
68,17.9,female,unexp_first,physical,support,expected,0.9916317991631798,0.27733333333333443
68,17.9,female,unexp_first,physical,support,unexpected,1,0.4453333333333311
68,17.9,female,unexp_first,social,drink,expected,1,0.9092122830440585
68,17.9,female,unexp_first,social,drink,unexpected,1,0.8726541554959778
68,17.9,female,unexp_first,social,fairness,expected,0.9178082191780823,0.9070796460176989
68,17.9,female,unexp_first,social,fairness,unexpected,0.9501246882793014,0.8657817109144541
68,17.9,female,unexp_first,social,reach,expected,1,0.5280748663101595
68,17.9,female,unexp_first,social,reach,unexpected,1,0.6024096385542168
68,17.9,female,unexp_first,social,snack,expected,0.6396588486140714,0.23066666666666816
68,17.9,female,unexp_first,social,snack,unexpected,0.892494929006086,0.40854472630173644
69,20.24,female,exp_first,physical,containment,expected,0.9292929292929291,0.3093333333333326
69,20.24,female,exp_first,physical,containment,unexpected,0.9787234042553191,0.6853333333333339
69,20.24,female,exp_first,physical,continuity,expected,1,0.46791443850267317
69,20.24,female,exp_first,physical,continuity,unexpected,0.9986666666666667,0.4133333333333343
69,20.24,female,exp_first,physical,solidity,expected,1,0.92256341789052
69,20.24,female,exp_first,physical,solidity,unexpected,1,0.8080000000000002
69,20.24,female,exp_first,physical,support,expected,1,0.8266666666666658
69,20.24,female,exp_first,physical,support,unexpected,1,0.7266666666666668
69,20.24,female,exp_first,social,drink,expected,1,0.6755674232309762
69,20.24,female,exp_first,social,drink,unexpected,1,0.6260053619302938
69,20.24,female,exp_first,social,fairness,expected,1,0.9764011799410027
69,20.24,female,exp_first,social,fairness,unexpected,1,0.5973451327433629
